,user_id,label
0,1,False
1,2,True
2,3,False
3,7,False
4,10,False
5,11,False
6,13,False
7,14,False
8,15,False
9,16,True
10,17,False
11,19,False
12,21,False
13,22,False
14,23,False
15,24,False
16,26,False
17,27,False
18,28,True
19,29,False
20,30,False
21,31,False
22,32,True
23,34,False
24,35,True
25,36,False
26,37,True
27,38,False
28,39,False
29,40,False
30,41,False
31,42,False
32,43,True
33,44,False
34,46,True
35,48,False
36,49,False
37,50,False
38,52,False
39,54,True
40,55,False
41,56,True
42,57,True
43,58,False
44,59,False
45,60,False
46,61,False
47,62,True
48,63,False
49,64,False
50,65,True
51,66,False
52,67,False
53,68,False
54,70,False
55,71,False
56,72,False
57,73,True
58,74,False
59,75,False
60,76,False
61,77,True
62,78,False
63,79,False
64,80,False
65,81,False
66,82,False
67,83,False
68,84,False
69,85,False
70,86,False
71,87,False
72,88,False
73,89,True
74,90,False
75,92,False
76,93,False
77,94,False
78,95,False
79,96,True
80,97,False
81,98,False
82,99,False
83,100,True
84,101,False
85,102,True
86,103,False
87,104,False
88,105,False
89,107,False
90,108,False
91,109,False
92,110,True
93,111,False
94,112,False
95,113,False
96,115,False
97,116,False
98,117,False
99,118,False
100,121,False
101,122,False
102,123,False
103,124,False
104,125,False
105,126,False
106,127,False
107,128,False
108,129,False
109,130,True
110,131,False
111,132,True
112,133,True
113,134,False
114,137,False
115,138,False
116,140,False
117,142,False
118,143,False
119,146,True
120,147,False
121,148,False
122,149,False
123,150,False
124,152,True
125,153,False
126,154,False
127,155,False
128,160,False
129,161,False
130,162,False
131,163,False
132,164,False
133,165,False
134,166,False
135,167,False
136,168,False
137,169,False
138,173,False
139,174,False
140,175,False
141,176,True
142,177,False
143,179,False
144,180,False
145,181,False
146,182,False
147,184,False
148,185,False
149,186,False
150,187,False
151,189,False
152,190,False
153,192,False
154,193,False
155,194,False
156,195,False
157,197,False
158,198,False
159,200,False
160,202,True
161,205,False
162,206,False
163,208,False
164,209,True
165,210,True
166,212,False
167,213,True
168,214,False
169,215,False
170,216,True
171,217,False
172,218,False
173,219,False
174,220,False
175,221,False
176,222,False
177,223,False
178,225,False
179,226,True
180,227,False
181,229,False
182,230,False
183,232,False
184,233,True
185,234,False
186,235,False
187,236,True
188,238,False
189,239,False
190,240,False
191,241,False
192,242,False
193,243,False
194,244,False
195,245,False
196,247,False
197,248,False
198,250,False
199,251,True
200,252,False
201,255,False
202,256,False
203,257,True
204,258,False
205,260,False
206,262,True
207,264,False
208,265,False
209,267,False
210,268,False
211,270,False
212,271,False
213,272,True
214,273,False
215,274,True
216,275,False
217,276,False
218,278,False
219,279,False
220,280,False
221,281,True
222,284,True
223,285,True
224,287,False
225,288,False
226,289,False
227,290,False
228,292,False
229,293,False
230,294,False
231,295,False
232,297,False
233,299,False
234,300,False
235,301,False
236,302,False
237,303,False
238,304,False
239,305,False
240,306,False
241,307,False
242,310,False
243,311,True
244,313,False
245,316,False
246,318,False
247,321,False
248,322,False
249,323,False
250,324,False
251,325,False
252,326,False
253,327,True
254,328,True
255,329,False
256,330,False
257,331,False
258,332,False
259,333,False
260,334,False
261,335,False
262,337,True
263,338,False
264,341,False
265,342,False
266,343,False
267,344,False
268,345,False
269,346,False
270,348,False
271,349,False
272,350,False
273,351,True
274,352,False
275,353,False
276,354,False
277,355,False
278,357,False
279,358,True
280,359,False
281,361,False
282,362,False
283,363,False
284,364,False
285,365,False
286,369,False
287,370,False
288,372,False
289,373,False
290,374,False
291,375,True
292,376,False
293,378,False
294,379,False
295,380,False
296,381,False
297,382,False
298,383,False
299,384,False
300,385,False
301,387,False
302,388,False
303,389,True
304,390,True
305,391,False
306,392,False
307,393,False
308,394,True
309,396,False
310,398,False
311,400,False
312,403,True
313,404,True
314,405,False
315,408,True
316,409,True
317,410,False
318,411,False
319,412,False
320,413,False
321,414,False
322,415,False
323,416,False
324,417,False
325,418,True
326,419,False
327,420,False
328,422,False
329,423,False
330,425,True
331,426,False
332,427,False
333,429,False
334,430,True
335,431,False
336,432,False
337,433,False
338,435,False
339,436,True
340,437,False
341,438,False
342,439,False
343,440,True
344,442,False
345,443,False
346,444,False
347,446,False
348,448,True
349,449,False
350,451,True
351,452,False
352,454,True
353,456,False
354,457,False
355,458,False
356,459,False
357,461,False
358,462,False
359,463,False
360,464,True
361,465,False
362,466,True
363,468,False
364,469,False
365,470,True
366,472,False
367,473,False
368,474,False
369,475,False
370,476,True
371,478,False
372,479,True
373,481,False
374,482,True
375,483,False
376,484,False
377,485,False
378,486,False
379,487,False
380,488,False
381,489,True
382,491,False
383,493,True
384,495,True
385,496,False
386,497,False
387,498,False
388,501,False
389,502,False
390,503,False
391,506,False
392,508,False
393,509,True
394,511,False
395,512,True
396,515,False
397,516,False
398,518,False
399,519,False
400,520,False
401,521,False
402,522,False
403,523,False
404,524,False
405,525,False
406,527,False
407,528,False
408,529,False
409,531,False
410,532,False
411,533,False
412,534,False
413,535,False
414,536,False
415,538,False
416,539,True
417,541,False
418,543,False
419,546,False
420,548,False
421,549,False
422,551,False
423,552,False
424,553,True
425,554,False
426,555,False
427,557,False
428,558,False
429,559,False
430,560,True
431,561,False
432,562,False
433,564,False
434,565,False
435,566,False
436,567,True
437,568,False
438,569,False
439,570,True
440,571,False
441,573,False
442,574,False
443,575,False
444,576,False
445,580,False
446,582,True
447,583,False
448,584,False
449,586,False
450,587,False
451,588,False
452,592,False
453,593,False
454,594,False
455,596,False
456,597,False
457,599,False
458,601,False
459,603,False
460,604,False
461,605,False
462,606,False
463,607,False
464,608,False
465,609,False
466,611,False
467,612,False
468,613,False
469,614,False
470,615,False
471,616,False
472,617,False
473,618,False
474,619,False
475,620,False
476,622,False
477,623,False
478,624,True
479,626,True
480,628,True
481,629,False
482,630,False
483,631,False
484,632,False
485,633,False
486,634,False
487,635,False
488,636,False
489,637,False
490,638,False
491,641,False
492,642,False
493,643,False
494,645,False
495,646,False
496,647,False
497,648,False
498,649,True
499,650,False
500,651,False
501,652,False
502,653,False
503,655,True
504,657,False
505,658,True
506,660,True
507,661,False
508,662,False
509,664,False
510,665,False
511,667,False
512,668,False
513,669,True
514,671,False
515,672,False
516,673,True
517,675,False
518,676,False
519,677,False
520,678,False
521,679,False
522,680,False
523,682,False
524,683,False
525,684,False
526,685,False
527,687,False
528,688,False
529,689,True
530,690,True
531,691,False
532,692,True
533,694,False
534,696,True
535,697,False
536,698,False
537,699,False
538,701,False
539,702,False
540,704,False
541,706,True
542,707,False
543,708,False
544,710,True
545,712,False
546,713,False
547,714,False
548,715,False
549,718,False
550,719,False
551,720,False
552,721,True
553,722,False
554,723,True
555,725,False
556,726,False
557,727,True
558,728,False
559,729,False
560,730,False
561,731,False
562,732,False
563,733,False
564,734,False
565,735,False
566,736,False
567,737,True
568,738,True
569,741,False
570,742,True
571,743,False
572,745,False
573,746,False
574,747,False
575,749,False
576,751,False
577,752,False
578,753,True
579,754,False
580,755,False
581,756,False
582,757,False
583,758,False
584,759,False
585,761,False
586,762,False
587,765,False
588,766,True
589,767,False
590,768,False
591,769,True
592,770,False
593,773,False
594,774,False
595,775,False
596,777,False
597,778,False
598,779,False
599,780,False
600,781,False
601,782,False
602,783,False
603,784,False
604,785,False
605,786,True
606,787,False
607,788,False
608,792,True
609,793,False
610,794,False
611,795,False
612,796,True
613,797,False
614,798,False
615,799,False
616,800,False
617,801,False
618,803,False
619,804,False
620,805,False
621,806,False
622,807,True
623,809,False
624,812,False
625,813,True
626,816,False
627,817,True
628,818,True
629,820,False
630,823,False
631,824,False
632,825,False
633,827,True
634,828,False
635,830,True
636,831,False
637,832,False
638,833,False
639,834,False
640,835,False
641,836,False
642,838,False
643,839,True
644,840,False
645,841,False
646,842,False
647,843,False
648,844,False
649,845,False
650,847,False
651,848,False
652,849,False
653,852,True
654,853,False
655,854,False
656,855,True
657,857,False
658,858,False
659,860,False
660,863,False
661,864,False
662,866,False
663,867,False
664,868,True
665,870,True
666,871,False
667,872,False
668,874,True
669,877,False
670,879,False
671,880,False
672,881,True
673,883,False
674,884,False
675,885,False
676,886,False
677,887,False
678,889,False
679,890,False
680,891,False
681,892,False
682,893,False
683,894,False
684,895,False
685,896,True
686,897,True
687,898,False
688,900,True
689,901,False
690,903,False
691,904,False
692,906,False
693,907,False
694,908,True
695,910,False
696,911,False
697,913,False
698,914,False
699,915,False
700,916,False
701,917,False
702,919,True
703,921,False
704,922,False
705,923,False
706,924,False
707,926,False
708,928,False
709,930,False
710,932,False
711,933,False
712,934,False
713,935,False
714,936,False
715,937,False
716,938,False
717,939,False
718,945,False
719,946,True
720,947,True
721,948,False
722,949,False
723,950,False
724,951,False
725,953,False
726,954,True
727,956,False
728,957,False
729,958,True
730,959,False
731,960,False
732,961,False
733,962,True
734,963,False
735,964,False
736,965,False
737,966,True
738,967,False
739,968,True
740,969,False
741,970,False
742,971,False
743,972,True
744,973,True
745,974,True
746,975,False
747,978,False
748,979,False
749,980,False
750,982,True
751,983,False
752,984,False
753,985,False
754,986,False
755,987,False
756,990,False
757,991,False
758,992,False
759,993,False
760,994,False
761,995,True
762,996,False
763,997,False
764,998,False
765,999,True
766,1000,False
